run_name,iteration,total_timesteps,time_elapsed,fps,completion_rate,ep_len_mean,ep_rew_mean,approx_kl,clip_fraction,entropy_loss,explained_variance,learning_rate,loss,policy_gradient_loss,value_loss
ppo_nosub,1,,,,0.0,,,,,,,,,,
ppo_nosub,2,,,,0.0,,,0.005167892,0.18232421875,-3.9339439988136293,-0.3549560308456421,0.0001,-0.038625456392765045,-0.038824931217823176,0.14569633512292057
ppo_nosub,3,,,,0.0,,,0.005710919,0.3015625,-3.9565432012081145,0.14401286840438843,0.0001,-0.05018901079893112,-0.04486445404763799,0.12323704215232283
ppo_nosub,4,,,,0.0,,,0.0062310197,0.33193359375,-3.9252802446484565,0.48849958181381226,0.0001,-0.05670507997274399,-0.046778635116061194,0.1165590533753857
ppo_nosub,5,,,,0.0,,,0.0071505336,0.359765625,-3.9227136984467506,0.5017732381820679,0.0001,-0.056265562772750854,-0.04784691605018452,0.12213566894643009
ppo_nosub,6,,,,0.0,,,0.0067572594,0.352734375,-3.951083171367645,0.6478254795074463,0.0001,-0.04669661074876785,-0.045978468167595564,0.13387113534845413
ppo_nosub,7,,,,0.0,,,0.0065884884,0.371484375,-3.8619365349411963,0.7293030619621277,0.0001,-0.058053307235240936,-0.04741094040218741,0.08019445433747023
ppo_nosub,8,,,,0.0,,,0.007056172,0.37265625,-3.938107508420944,0.7617703676223755,0.0001,-0.053275130689144135,-0.049443623691331595,0.09522380088455976
ppo_nosub,9,,,,0.0,,,0.006514946,0.34921875,-3.887662190198898,0.857728898525238,0.0001,-0.06161356717348099,-0.04649305759812705,0.07888614693656563
ppo_nosub,10,,,,0.0,,,0.007032176,0.36748046875,-3.9112641707062723,0.8451919555664062,0.0001,-0.06370489299297333,-0.046838386106537656,0.0697124280850403
ppo_nosub,11,,,,0.0,,,0.006492004,0.3787109375,-3.888355480134487,0.8825011849403381,0.0001,-0.06468793749809265,-0.04786389437504113,0.058151115186046806
ppo_nosub,12,,,,0.0,,,0.0070432373,0.37373046875,-3.8957192286849023,0.8184024691581726,0.0001,-0.06824769079685211,-0.046751117677194996,0.07040980309247971
ppo_nosub,13,,,,0.0,,,0.006389116,0.36767578125,-3.924516351521015,0.8967825174331665,0.0001,-0.0668673887848854,-0.04573161138105206,0.05742996339686215
ppo_nosub,14,,,,0.0,,,0.006752705,0.37236328125,-3.853044721484184,0.8966259956359863,0.0001,-0.06452171504497528,-0.04621621797559783,0.05289905577665195
ppo_nosub,15,,,,0.0,,,0.0063763415,0.3400390625,-3.870234262943268,0.8169783353805542,0.0001,-0.062408532947301865,-0.044213899888563904,0.07180846631526946
ppo_nosub,16,,,,0.0,,,0.0063666743,0.3814453125,-3.8565914526581766,0.852067232131958,0.0001,-0.06745161861181259,-0.04682542748050764,0.07431417115731165
ppo_nosub,17,,,,0.0,,,0.006466128,0.37001953125,-3.9096511349081995,0.7736958265304565,0.0001,-0.05509084835648537,-0.04658571532927454,0.07932381755672395
ppo_nosub,18,,,,0.0,,,0.0067673507,0.36728515625,-3.874151234328747,0.8802565336227417,0.0001,-0.06156805902719498,-0.044548018177738416,0.049402897665277126
ppo_nosub,19,,,,0.0,,,0.006599303,0.35576171875,-3.86676439344883,0.87843257188797,0.0001,-0.058065347373485565,-0.045851676014717666,0.06605397551320494
ppo_nosub,20,,,,0.0,,,0.0060202572,0.33310546875,-3.8683092162013053,0.8394474983215332,0.0001,-0.045398108661174774,-0.043419835082022476,0.08274225306231528
ppo_nosub,21,,,,0.0,,,0.0064370576,0.34609375,-3.8092969983816145,0.8780295252799988,0.0001,-0.05931038782000542,-0.04280416396795772,0.06860653574112803
ppo_nosub,22,,,,0.0,,,0.0060529136,0.3109375,-3.916920654475689,0.8055682182312012,0.0001,-0.0451405867934227,-0.043050042184768246,0.11178465497214347
ppo_nosub,23,,,,0.0,,,0.006122193,0.34951171875,-3.877809303998947,0.8576897978782654,0.0001,-0.05532509833574295,-0.044076640193816276,0.0733214148785919
ppo_nosub,24,,,,0.0,,,0.006473221,0.3462890625,-3.96285350471735,0.8431107997894287,0.0001,-0.03955933451652527,-0.04625314632430673,0.07970888109412044
ppo_nosub,25,,,,0.0,,,0.006494319,0.357421875,-3.887539765238762,0.8542546629905701,0.0001,-0.045023173093795776,-0.0469168814830482,0.08742325571365654
ppo_nosub,26,,,,0.0,,,0.006538717,0.34921875,-3.812152010202408,0.8915565013885498,0.0001,-0.059339143335819244,-0.0435127847653348,0.0592064794502221
ppo_nosub,27,,,,0.0,,,0.0067287823,0.3830078125,-3.832065324485302,0.8699842691421509,0.0001,-0.0761411190032959,-0.04672651952714659,0.061713390599470584
ppo_nosub,28,,,,0.0,,,0.006006292,0.33330078125,-3.8737530544400216,0.8811823129653931,0.0001,-0.048010826110839844,-0.04439208719559247,0.09852702028583735
ppo_nosub,29,,,,0.0,,,0.0063884314,0.35068359375,-3.914123739302158,0.8659117221832275,0.0001,-0.06018514931201935,-0.04493568679317832,0.09139845478348434
ppo_nosub,30,,,,0.0,,,0.006759792,0.369140625,-3.8493015110492705,0.8570571541786194,0.0001,-0.056774962693452835,-0.047021824878174814,0.08571136064128951
ppo_nosub,31,,,,0.0,,,0.0065217973,0.38740234375,-3.878461669385433,0.9002029895782471,0.0001,-0.04886492341756821,-0.04755189393181354,0.0817709467606619
ppo_nosub,32,,,,0.0,,,0.006458552,0.35986328125,-3.8830621212720873,0.8838813304901123,0.0001,-0.07086684554815292,-0.04656319001223892,0.0687198525061831
ppo_nosub,33,,,,0.0,,,0.006475591,0.37421875,-3.880236804485321,0.8999559879302979,0.0001,-0.05689665675163269,-0.04662588117062114,0.06763813752913847
ppo_nosub,34,,,,0.0,,,0.0064566545,0.356640625,-3.903271234035492,0.9234927296638489,0.0001,-0.059795528650283813,-0.0458418169640936,0.05936850814614445
ppo_nosub,35,,,,0.0,,,0.006415244,0.35498046875,-3.856146511435509,0.8793821334838867,0.0001,-0.055082596838474274,-0.044757197273429486,0.08335561440326274
ppo_nosub,36,,,,0.0,,,0.0062869783,0.351953125,-3.8158253327012064,0.8449664115905762,0.0001,-0.06904569268226624,-0.04362744789104909,0.0687646138598211
ppo_nosub,37,,,,0.0,,,0.006527171,0.35,-3.859581309556961,0.8799383640289307,0.0001,-0.06874428689479828,-0.04583819440449588,0.07575600279960781
ppo_nosub,38,,,,0.0,,,0.0064437585,0.367578125,-3.835843025147915,0.9029666185379028,0.0001,-0.056558988988399506,-0.046551164297852665,0.0843803139636293
ppo_nosub,39,,,,0.0,,,0.00631478,0.34912109375,-3.843574674427509,0.862400233745575,0.0001,-0.05996684357523918,-0.046089343924541025,0.08966153610963375
ppo_nosub,40,,,,0.0,,,0.006190294,0.35947265625,-3.8392890259623527,0.8978092670440674,0.0001,-0.049562111496925354,-0.04484002680983394,0.07307722414843738
ppo_nosub,41,,,,0.0,,,0.006469289,0.33173828125,-3.8471831396222114,0.8009782433509827,0.0001,-0.03982642665505409,-0.0433683299459517,0.13914535325020552
ppo_nosub,42,,,,0.0,,,0.006123894,0.3458984375,-3.869181567430496,0.87873375415802,0.0001,-0.0541282556951046,-0.04418379794806242,0.07394532442558557
ppo_nosub,43,,,,0.0,,,0.006811416,0.3578125,-3.8167796581983566,0.8250284790992737,0.0001,-0.05525468289852142,-0.04519676424679346,0.08561341655440628
ppo_nosub,44,,,,0.0,,,0.006442654,0.3533203125,-3.84355920702219,0.8833558559417725,0.0001,-0.059592798352241516,-0.045191925833933055,0.08423751452937722
ppo_nosub,45,,,,0.0,,,0.0075386036,0.39423828125,-3.80592307895422,0.9117716550827026,0.0001,-0.06600019335746765,-0.04976278312969953,0.06084069717908278
ppo_nosub,46,,,,0.0,,,0.006670461,0.356640625,-3.825978597998619,0.8814590573310852,0.0001,-0.060931622982025146,-0.04511187184834853,0.07254690390545875
ppo_nosub,47,,,,0.0,,,0.0063295932,0.3380859375,-3.850707122683525,0.8496845960617065,0.0001,-0.04650554060935974,-0.04336527997511439,0.08982070664642379
